"","SchoolYear","NCESDistrictID","StudentID","AdministrationDate","TermAssessmentSubject","ScaleScore","PercentileRank","GradeEquivalent","StudentGrowthPercentile","BenchmarkLevel","WindowName"
"267","2023-2024","108807017","108121355","2024-05-15 18:27:37.514","Math","771","40","7.0","16","1","EOY"
"268","2023-2024","108807087","108135595","2024-05-10 18:51:31.770","Math","711","29","5.7","77","2","EOY"
"269","2023-2024","108807087","108242407","2024-05-15 19:19:19.101","Math","657","14","4.9","50","3","EOY"
"270","2023-2024","108807087","108090135","2024-05-10 18:37:24.654","Math","615","7","4.3","5","4","EOY"
"271","2023-2024","108807108","108230804","2024-05-09 17:42:18.169","Math","661","53","4.9","93","1","EOY"
"272","2023-2024","108807108","108186981","2024-05-09 17:36:33.840","Math","588","23","3.9","53","3","EOY"
"273","2023-2024","108807087","108221667","2024-05-13 18:50:36.680","Math","702","26","5.6","86","2","EOY"
"274","2023-2024","108807108","108081577","2024-05-07 17:07:28.999","Math","813","97","> 7","47","1","EOY"
"275","2023-2024","108807087","108229899","2024-05-13 13:15:25.340","Math","384","1","1.8","1","4","EOY"
"276","2023-2024","108807015","108056955","2024-05-02 15:30:38.693","Math","676","18","5.1","90","3","EOY"
"277","2023-2024","108807108","108075556","2024-05-10 16:43:35.186","Math","487","5","2.8","72","4","EOY"
"278","2023-2024","108807015","108060250","2024-05-15 18:21:08.114","Math","692","21","5.4","4","3","EOY"
"279","2023-2024","108807015","108060234","2024-05-02 14:19:10.638","Math","879","88","> 9","98","1","EOY"
"280","2023-2024","108807015","108056954","2024-05-02 13:38:20.173","Math","734","37","6.2","71","2","EOY"
"281","2023-2024","108807087","108142439","2024-05-10 16:54:27.913","Math","735","37","6.2","","2","EOY"
"282","2023-2024","108807017","108071434","2024-05-15 20:17:36.526","Math","642","8","4.6","8","4","EOY"
"283","2023-2024","108807087","108199916","2024-05-13 16:47:36.713","Math","586","5","3.9","","4","EOY"
"284","2023-2024","108807087","108135601","2024-05-10 13:47:43.874","Math","879","88","> 9","57","1","EOY"
"285","2023-2024","108807015","108056898","2024-05-02 14:13:14.760","Math","622","8","4.4","22","4","EOY"
"286","2023-2024","108807017","108199914","2024-05-15 15:16:38.359","Math","538","2","3.4","15","4","EOY"
"287","2023-2024","108807087","108178275","2024-05-10 16:06:43.508","Math","615","7","4.3","68","4","EOY"
"288","2023-2024","108807087","108186708","2024-05-13 14:17:21.696","Math","879","87","> 9","66","1","EOY"
"289","2023-2024","108807087","108120960","2024-05-10 13:39:14.337","Math","702","26","5.6","5","2","EOY"
"290","2023-2024","108807087","108250028","2024-05-10 16:29:45.541","Math","504","1","3.0","","4","EOY"
"291","2023-2024","108807087","108229884","2024-05-10 18:45:10.580","Math","636","10","4.6","","3","EOY"
"292","2023-2024","108807087","108090140","2024-05-10 16:14:37.207","Math","291","1","1.0","","4","EOY"
"293","2023-2024","108807015","108056948","2024-05-02 13:20:22.732","Math","583","5","3.9","2","4","EOY"
"294","2023-2024","108807017","108064945","2024-05-15 20:02:15.598","Math","626","7","4.4","15","4","EOY"
"295","2023-2024","108807108","108075504","2024-05-07 17:18:32.491","Math","747","86","6.4","28","1","EOY"
"296","2023-2024","108807087","108226377","2024-05-15 19:24:44.379","Math","565","3","3.7","","4","EOY"
"297","2023-2024","108807108","108237607","2024-05-08 17:22:55.052","Math","667","56","5.0","54","1","EOY"
"298","2023-2024","108807017","108141812","2024-05-15 19:54:06.065","Math","506","1","3.0","8","4","EOY"
"299","2023-2024","108807017","108057073","2024-05-15 15:18:23.577","Math","733","28","6.2","92","2","EOY"
"300","2023-2024","108807087","108100127","2024-05-13 13:34:56.850","Math","669","15","5.0","","3","EOY"
"301","2023-2024","108807108","108075545","2024-05-07 17:05:23.975","Math","475","4","2.7","57","4","EOY"
"302","2023-2024","108807087","108218847","2024-05-13 13:53:13.270","Math","707","26","5.7","","2","EOY"
"303","2023-2024","108807015","108085698","2024-05-03 16:29:24.498","Math","756","45","6.7","37","1","EOY"
"304","2023-2024","108807015","108234158","2024-05-09 16:24:36.301","Math","739","39","6.3","12","2","EOY"
"305","2023-2024","108807017","108185648","2024-05-15 15:31:56.429","Math","772","40","7.0","57","1","EOY"
"306","2023-2024","108807015","108060238","2024-05-02 15:42:10.326","Math","822","72","> 9","93","1","EOY"
"307","2023-2024","108807015","108056985","2024-05-02 13:36:03.227","Math","634","9","4.5","26","4","EOY"
"308","2023-2024","108807015","108056957","2024-05-02 19:00:22.170","Math","548","3","3.5","8","4","EOY"
"309","2023-2024","108807015","108183471","2024-05-03 16:32:56.818","Math","900","93","> 9","97","1","EOY"
"310","2023-2024","108807108","108101082","2024-05-09 17:23:32.378","Math","379","1","1.8","1","4","EOY"
"311","2023-2024","108807015","108234167","2024-05-02 19:18:06.071","Math","688","21","5.3","8","3","EOY"
"312","2023-2024","108807108","108075533","2024-05-07 17:03:58.769","Math","696","69","5.5","35","1","EOY"
"313","2023-2024","108807108","108122576","2024-05-07 17:15:32.590","Math","701","71","5.5","98","1","EOY"
"314","2023-2024","108807017","108073269","2024-05-15 18:25:31.114","Math","575","3","3.8","6","4","EOY"
"315","2023-2024","108807097","108126659","2024-05-08 16:29:37.895","Math","687","21","5.3","47","3","EOY"
"316","2023-2024","108807017","108064963","2024-05-15 17:33:58.270","Math","835","64","10.0","75","1","EOY"
"317","2023-2024","108807087","108158931","2024-05-10 16:58:21.403","Math","430","1","2.3","1","4","EOY"
"318","2023-2024","108807017","108059742","2024-05-15 18:50:38.928","Math","831","63","9.8","18","1","EOY"
"319","2023-2024","108807017","108230054","2024-05-15 17:25:16.136","Math","927","90","> 10","99","1","EOY"
"320","2023-2024","108807017","108059740","2024-05-15 17:18:24.016","Math","409","1","2.1","9","4","EOY"
"321","2023-2024","108807015","108056892","2024-05-02 19:15:43.370","Math","761","47","6.8","79","1","EOY"
"322","2023-2024","108807017","108185500","2024-05-15 18:27:53.540","Math","772","40","7.1","72","1","EOY"
"323","2023-2024","108807087","108135570","2024-05-15 19:03:43.905","Math","699","24","5.5","4","3","EOY"
"324","2023-2024","108807017","108074925","2024-05-15 17:18:08.546","Math","826","61","9.5","35","1","EOY"
"325","2023-2024","108807015","108243663","2024-05-09 19:38:50.134","Math","461","1","2.6","21","4","EOY"
"326","2023-2024","108807017","108137452","2024-05-15 15:21:37.620","Math","748","32","6.5","43","2","EOY"
"327","2023-2024","108807108","108060990","2024-05-07 16:59:10.757","Math","772","91","7.0","25","1","EOY"
"328","2023-2024","108807017","108048867","2024-05-15 15:11:45.343","Math","618","6","4.3","51","4","EOY"
"329","2023-2024","108807108","108075558","2024-05-07 17:04:57.349","Math","395","1","1.9","39","4","EOY"
"330","2023-2024","108807108","108075579","2024-05-07 16:52:10.052","Math","765","90","6.9","84","1","EOY"
"331","2023-2024","108807087","108147581","2024-05-10 13:28:03.660","Math","280","1","0.9","4","4","EOY"
"332","2023-2024","108807017","108058831","2024-05-15 15:41:57.182","Math","708","21","5.7","35","3","EOY"
"333","2023-2024","108807017","108106267","2024-05-15 20:03:26.066","Math","691","17","5.4","59","3","EOY"
"334","2023-2024","108807015","108203010","2024-05-17 14:52:27.002","Math","704","25","5.6","21","2","EOY"
"335","2023-2024","108807017","108064942","2024-05-15 15:20:16.298","Math","846","69","> 10","56","1","EOY"
"336","2023-2024","108807087","108135572","2024-05-10 18:28:34.583","Math","380","1","1.8","1","4","EOY"
"337","2023-2024","108807017","108185651","2024-05-15 16:19:07.897","Math","571","3","3.7","42","4","EOY"
"338","2023-2024","108807087","108229893","2024-05-13 14:19:57.851","Math","781","53","7.3","9","1","EOY"
"339","2023-2024","108807015","108056938","2024-05-03 16:19:25.237","Math","771","51","7.0","80","1","EOY"
"340","2023-2024","108807108","108075507","2024-05-07 17:56:22.521","Math","525","9","3.2","74","4","EOY"
"341","2023-2024","108807017","108185653","2024-05-15 15:27:09.921","Math","556","2","3.6","","4","EOY"
"342","2023-2024","108807017","108138171","2024-05-15 14:58:04.546","Math","737","29","6.2","26","2","EOY"
"343","2023-2024","108807017","108073802","2024-05-16 18:16:11.539","Math","749","32","6.5","39","2","EOY"
"344","2023-2024","108807087","108229904","2024-05-15 18:39:22.720","Math","804","63","8.2","84","1","EOY"
"345","2023-2024","108807015","108060511","2024-05-02 19:05:38.932","Math","778","54","7.2","85","1","EOY"
"346","2023-2024","108807017","108185649","2024-05-15 20:14:48.132","Math","835","65","> 10","37","1","EOY"
"347","2023-2024","108807087","108091439","2024-05-15 19:49:48.629","Math","729","33","6.1","","2","EOY"
"348","2023-2024","108807015","108183467","2024-05-02 14:11:20.398","Math","815","70","8.8","30","1","EOY"
"349","2023-2024","108807087","108115039","2024-05-13 18:30:55.865","Math","846","79","> 9","66","1","EOY"
"350","2023-2024","108807017","108113989","2024-05-15 15:18:54.140","Math","629","7","4.5","23","4","EOY"
"351","2023-2024","108807015","108234160","2024-05-02 13:17:34.471","Math","544","2","3.4","52","4","EOY"
"352","2023-2024","108807087","108178343","2024-05-10 18:43:30.712","Math","361","1","1.6","4","4","EOY"
"353","2023-2024","108807015","108056902","2024-05-02 13:20:38.090","Math","777","54","7.2","36","1","EOY"
"354","2023-2024","108807017","108064943","2024-05-15 15:09:29.725","Math","723","25","6.0","67","2","EOY"
"355","2023-2024","108807015","108056461","2024-05-09 19:04:12.892","Math","574","4","3.8","","4","EOY"
"356","2023-2024","108807017","108113930","2024-05-15 17:14:39.564","Math","777","42","7.2","4","1","EOY"
"357","2023-2024","108807017","108088303","2024-05-15 15:07:36.271","Math","534","2","3.3","23","4","EOY"
"358","2023-2024","108807015","108060062","2024-05-07 18:14:39.087","Math","837","78","> 9","64","1","EOY"
"359","2023-2024","108807017","108064927","2024-05-15 20:11:59.320","Math","772","40","7.0","14","1","EOY"
"360","2023-2024","108807017","108055100","2024-05-15 20:08:06.614","Math","833","63","9.9","7","1","EOY"
"361","2023-2024","108807087","108109337","2024-05-10 15:53:44.252","Math","462","1","2.6","1","4","EOY"
"362","2023-2024","108807087","108235015","2024-05-15 18:47:08.244","Math","820","71","> 9","94","1","EOY"
"363","2023-2024","108807108","108230785","2024-05-07 17:02:21.666","Math","583","22","3.9","40","3","EOY"
"364","2023-2024","108807017","108205131","2024-05-15 19:56:28.430","Math","699","19","5.5","48","3","EOY"
"365","2023-2024","108807015","108183489","2024-05-09 15:58:51.250","Math","550","3","3.5","1","4","EOY"
"366","2023-2024","108807015","108056899","2024-05-09 16:11:59.714","Math","729","35","6.1","45","2","EOY"
"367","2023-2024","108807108","108075568","2024-05-07 17:21:26.287","Math","664","55","5.0","44","1","EOY"
"368","2023-2024","108807087","108178216","2024-05-15 18:45:33.229","Math","657","12","4.9","37","3","EOY"
"369","2023-2024","108807017","108052201","2024-05-15 20:17:27.506","Math","538","2","3.4","27","4","EOY"
"370","2023-2024","108807017","108064962","2024-05-15 17:01:42.588","Math","920","89","> 10","29","1","EOY"
"371","2023-2024","108807017","108187991","2024-05-15 20:22:34.369","Math","755","34","6.6","80","2","EOY"
"372","2023-2024","108807017","108071432","2024-05-15 20:16:54.682","Math","868","76","> 10","46","1","EOY"
"373","2023-2024","108807015","108060248","2024-05-02 14:20:24.501","Math","750","43","6.5","28","1","EOY"
"374","2023-2024","108807087","108166967","2024-05-10 13:31:53.281","Math","723","33","6.0","88","2","EOY"
"375","2023-2024","108807108","108075526","2024-05-07 17:03:48.409","Math","724","79","6.0","31","1","EOY"
"376","2023-2024","108807013","108045724","2024-05-08 13:38:10.700","Math","600","5","4.1","36","4","EOY"
"377","2023-2024","108807017","108141818","2024-05-15 17:15:49.605","Math","915","88","> 10","26","1","EOY"
"378","2023-2024","108807017","108099480","2024-05-15 17:46:59.855","Math","939","92","> 10","93","1","EOY"
"379","2023-2024","108807015","108199002","2024-05-02 19:11:21.703","Math","468","1","2.6","13","4","EOY"
"380","2023-2024","108807087","108102780","2024-05-13 18:27:50.301","Math","541","2","3.4","75","4","EOY"
"381","2023-2024","108807015","108056994","2024-05-02 13:35:10.079","Math","772","51","7.0","13","1","EOY"
"382","2023-2024","108807017","108061701","2024-05-15 15:12:49.061","Math","758","35","6.7","72","2","EOY"
"383","2023-2024","108807015","108061413","2024-05-02 14:14:43.399","Math","816","70","8.9","47","1","EOY"
"384","2023-2024","108807015","108060244","2024-05-02 13:57:49.679","Math","495","1","2.9","13","4","EOY"
"385","2023-2024","108807015","108061491","2024-05-03 16:07:08.324","Math","908","94","> 9","89","1","EOY"
"386","2023-2024","108807015","108234159","2024-05-14 19:23:38.505","Math","489","1","2.9","22","4","EOY"
"387","2023-2024","108807017","108064980","2024-05-15 18:46:11.375","Math","801","51","8.1","27","1","EOY"
"388","2023-2024","108807087","108124160","2024-05-13 14:19:22.629","Math","346","1","1.5","1","4","EOY"
"389","2023-2024","108807017","108230064","2024-05-15 19:53:26.075","Math","720","24","5.9","43","3","EOY"
"390","2023-2024","108807017","108064941","2024-05-15 20:28:58.681","Math","730","27","6.1","2","2","EOY"
"391","2023-2024","108807108","108075555","2024-05-07 16:55:35.277","Math","790","94","> 7","42","1","EOY"
"392","2023-2024","108807017","108185644","2024-05-15 18:26:41.343","Math","409","1","2.1","36","4","EOY"
"393","2023-2024","108807087","108229873","2024-05-15 18:34:16.063","Math","926","96","> 9","82","1","EOY"
"394","2023-2024","108807087","108229883","2024-05-10 20:36:08.025","Math","908","94","> 9","99","1","EOY"
"395","2023-2024","108807017","108070887","2024-05-15 17:21:21.727","Math","840","66","> 10","21","1","EOY"
"396","2023-2024","108807108","108179098","2024-05-07 17:13:14.669","Math","674","59","5.1","66","1","EOY"
"397","2023-2024","108807108","108120916","2024-05-07 17:10:41.908","Math","694","68","5.4","18","1","EOY"
"398","2023-2024","108807087","108229894","2024-05-10 15:56:55.674","Math","727","35","6.0","52","2","EOY"
"399","2023-2024","108807015","108195741","2024-05-02 16:22:20.670","Math","731","36","6.1","76","2","EOY"
"400","2023-2024","108807087","108178298","2024-05-10 19:12:20.736","Math","695","24","5.5","24","3","EOY"
"401","2023-2024","108807087","108155162","2024-05-10 18:47:52.239","Math","622","8","4.4","1","4","EOY"
"402","2023-2024","108807108","108101837","2024-05-07 17:00:09.008","Math","668","57","5.0","33","1","EOY"
"403","2023-2024","108807087","108090146","2024-05-10 13:48:27.770","Math","759","46","6.7","16","1","EOY"
"404","2023-2024","108807087","108200300","2024-05-10 18:29:07.744","Math","543","2","3.4","52","4","EOY"
"405","2023-2024","108807087","108229907","2024-05-15 16:37:42.484","Math","541","2","3.4","1","4","EOY"
"406","2023-2024","108807017","108057665","2024-05-15 20:25:08.299","Math","735","28","6.2","5","2","EOY"
"407","2023-2024","108807087","108178201","2024-05-10 15:49:57.617","Math","658","14","4.9","26","3","EOY"
"408","2023-2024","108807015","108061287","2024-05-02 14:19:20.262","Math","823","73","> 9","94","1","EOY"
"409","2023-2024","108807017","108230058","2024-05-16 18:37:24.457","Math","644","8","4.7","1","4","EOY"
"410","2023-2024","108807015","108056888","2024-01-09 17:30:40.577","Math","837","82","> 9","84","1","MOY"
"411","2023-2024","108807087","108178174","2024-01-23 21:18:18.840","Math","603","8","4.1","69","4","MOY"
"412","2023-2024","108807015","108056931","2024-01-10 18:10:12.502","Math","718","37","5.9","32","2","MOY"
"413","2023-2024","108807015","108056944","2024-01-18 20:15:59.912","Math","845","84","> 9","","1","MOY"
"414","2023-2024","108807017","108064990","2024-01-24 19:42:08.470","Math","753","38","6.6","60","2","MOY"
"415","2023-2024","108807108","108179113","2024-01-18 18:02:58.798","Math","631","50","4.5","83","1","MOY"
"416","2023-2024","108807108","108117688","2024-01-17 18:02:39.921","Math","711","83","5.7","53","1","MOY"
"417","2023-2024","108807087","108135561","2024-01-23 14:39:45.620","Math","710","34","5.7","17","2","MOY"
"418","2023-2024","108807017","108110302","2024-01-24 19:29:47.671","Math","551","3","3.5","1","4","MOY"
"419","2023-2024","108807015","108056113","2024-01-10 15:15:50.360","Math","848","85","> 9","75","1","MOY"
"420","2023-2024","108807015","108038879","2024-01-09 19:56:10.457","Math","769","57","7.0","6","1","MOY"
"421","2023-2024","108807087","108090163","2024-01-29 21:38:27.813","Math","710","33","5.7","","2","MOY"
"422","2023-2024","108807015","108056983","2024-01-09 19:10:33.648","Math","687","26","5.3","66","2","MOY"
"423","2023-2024","108807087","108229856","2024-01-25 18:53:17.960","Math","782","62","7.4","","1","MOY"
